ray_x                  ray_y                    Time                     abs_prob
0.09                     -0.005                   6.000000000000001E-9     0.7570175788890611
0.09                     0.005                    6.000000000000001E-9     0.7610057483391269
0.09                     0.015                    6.000000000000001E-9     0.752667228767094
0.09                     0.025                    6.000000000000001E-9     0.7384114938445495
0.09                     0.035                    6.000000000000001E-9     0.6978754667442014
0.09                     0.045                    6.000000000000001E-9     0.6599008393902943
0.09                     0.055                    6.000000000000001E-9     0.6142373386067506
0.09                     0.065                    2.0E-9                   0.5906709861553963
0.09                     0.075                    2.0E-9                   0.5929006700758437
0.09                     0.085                    3.5000000000000003E-9    0.6184463117997367
0.09                     0.095                    3.5000000000000003E-9    0.6197017745550167
0.09                     0.105                    4.500000000000001E-9     0.6338211207695518
0.09                     0.115                    5.0E-9                   0.6916213562369512
0.09                     0.125                    6.000000000000001E-9     0.7603134845007059
0.09                     0.135                    6.000000000000001E-9     0.7459438798700844
0.09                     0.145                    6.000000000000001E-9     0.7572523238168186
0.09                     0.155                    6.000000000000001E-9     0.757753572845604
0.09                     0.165                    6.000000000000001E-9     0.7675405850845156
0.09                     0.175                    6.000000000000001E-9     0.7642414345507504
0.09                     0.185                    6.000000000000001E-9     0.7631239016990078
0.09                     0.195                    6.000000000000001E-9     0.7545165471831582
0.09                     0.205                    6.000000000000001E-9     0.7562942704888083
0.09                     0.215                    6.000000000000001E-9     0.674179661994314
0.09                     0.225                    5.0E-9                   0.6282477494316016
0.1                      -0.225                   5.0E-9                   0.5615952574635095
0.1                      -0.215                   4.500000000000001E-9     0.6559629795240747
0.1                      -0.205                   6.000000000000001E-9     0.7342176250284909
0.1                      -0.195                   6.000000000000001E-9     0.7511989083857271
0.1                      -0.185                   6.000000000000001E-9     0.7463276688507529
0.1                      -0.175                   6.000000000000001E-9     0.7649163584894323
0.1                      -0.165                   6.000000000000001E-9     0.7626162177230017
0.1                      -0.155                   6.000000000000001E-9     0.7576266372068673
0.1                      -0.145                   6.000000000000001E-9     0.753711123065857
0.1                      -0.135                   6.000000000000001E-9     0.7536156772177418
0.1                      -0.125                   6.000000000000001E-9     0.7449789454040057
0.1                      -0.115                   5.5000000000000004E-9    0.7456975907733663
0.1                      -0.105                   6.000000000000001E-9     0.6861771380183768
0.1                      -0.095                   4.500000000000001E-9     0.6313286019208546
0.1                      -0.085                   4.0E-9                   0.6274063336318167
0.1                      -0.075                   3.5000000000000003E-9    0.6176266142441229
0.1                      -0.065                   3.0000000000000004E-9    0.5934941653494652
0.1                      -0.055                   2.0E-9                   0.5930658411074994
0.1                      -0.045                   4.0E-9                   0.5955461763382821
0.1                      -0.035                   6.000000000000001E-9     0.6238591018427364
0.1                      -0.025                   6.000000000000001E-9     0.6614941916173968
0.1                      -0.015                   6.000000000000001E-9     0.6725990629056863
0.1                      -0.005                   6.000000000000001E-9     0.661554769764086
0.1                      0.005                    6.000000000000001E-9     0.6682472728588783
0.1                      0.015                    6.000000000000001E-9     0.6558263134650733
0.1                      0.025                    6.000000000000001E-9     0.6336118888310993
0.1                      0.035                    6.000000000000001E-9     0.6120529360715843
0.1                      0.045                    6.000000000000001E-9     0.5933147844312052
0.1                      0.055                    2.0E-9                   0.5928301632898672
0.1                      0.065                    3.0000000000000004E-9    0.5922956627503309
0.1                      0.075                    3.5000000000000003E-9    0.620432039294391
0.1                      0.085                    3.5000000000000003E-9    0.6283088469295637
0.1                      0.095                    5.0E-9                   0.6341721181978787
0.1                      0.105                    4.500000000000001E-9     0.6839582230878338
0.1                      0.115                    5.0E-9                   0.7375244913146309
0.1                      0.125                    6.000000000000001E-9     0.7506241781576184
0.1                      0.135                    6.000000000000001E-9     0.7628993679750647
0.1                      0.145                    6.000000000000001E-9     0.7602927953622388
0.1                      0.155                    6.000000000000001E-9     0.7607475100697026
0.1                      0.165                    6.000000000000001E-9     0.7587454340851163
0.1                      0.175                    6.000000000000001E-9     0.7676704726925774
0.1                      0.185                    6.000000000000001E-9     0.7591232679472587
0.1                      0.195                    6.000000000000001E-9     0.7420863568575142
0.1                      0.205                    6.000000000000001E-9     0.7298056190585317
0.1                      0.215                    6.000000000000001E-9     0.6506322307633443
0.1                      0.225                    6.000000000000001E-9     0.559649492989724
0.11                     -0.215                   5.5000000000000004E-9    0.6126303600842272
0.11                     -0.205                   5.5000000000000004E-9    0.6784768397572132
0.11                     -0.195                   6.000000000000001E-9     0.7427013578593363
0.11                     -0.185                   6.000000000000001E-9     0.7566688263340257
0.11                     -0.175                   6.000000000000001E-9     0.7565949466900419
0.11                     -0.165                   6.000000000000001E-9     0.7653637528465751
0.11                     -0.155                   6.000000000000001E-9     0.7593158980744533
0.11                     -0.145                   6.000000000000001E-9     0.7543703908386269
0.11                     -0.135                   6.000000000000001E-9     0.7500277055054096
0.11                     -0.125                   6.000000000000001E-9     0.7540489350533107
0.11                     -0.115                   6.000000000000001E-9     0.7523218839411889
0.11                     -0.105                   6.000000000000001E-9     0.7451689101955058
0.11                     -0.095                   4.500000000000001E-9     0.6818535334144272
0.11                     -0.085                   4.500000000000001E-9     0.639183737107448
0.11                     -0.075                   4.500000000000001E-9     0.6295598760179363
0.11                     -0.065                   3.5000000000000003E-9    0.6267740480139911
0.11                     -0.055                   3.5000000000000003E-9    0.6153031202360248
0.11                     -0.045                   3.0000000000000004E-9    0.5961549465037039
0.11                     -0.035                   2.0E-9                   0.5931037288623229
0.11                     -0.025                   2.0E-9                   0.5919201376710436
0.11                     -0.015                   2.0E-9                   0.5919095268075456
0.11                     -0.005                   2.0E-9                   0.591908479193845
0.11                     0.005                    3.5000000000000003E-9    0.5919142985341913
0.11                     0.015                    2.0E-9                   0.5919095310003969
0.11                     0.025                    2.0E-9                   0.5919201331118248
0.11                     0.035                    2.0E-9                   0.5922912931837057
0.11                     0.045                    3.0000000000000004E-9    0.5948697506559563
0.11                     0.055                    3.0000000000000004E-9    0.6026120145440346
0.11                     0.065                    3.5000000000000003E-9    0.6260132451338951
0.11                     0.075                    4.500000000000001E-9     0.6338336112235681
0.11                     0.085                    4.500000000000001E-9     0.6364756704427245
0.11                     0.095                    6.000000000000001E-9     0.6806073253300183
0.11                     0.105                    6.000000000000001E-9     0.738953401427991
0.11                     0.115                    6.000000000000001E-9     0.757572291359247
0.11                     0.125                    6.000000000000001E-9     0.745788423844948
0.11                     0.135                    6.000000000000001E-9     0.7578250046480592
0.11                     0.145                    6.000000000000001E-9     0.7641333584660341
0.11                     0.155                    6.000000000000001E-9     0.7610254740544357
0.11                     0.165                    6.000000000000001E-9     0.7611762589741546
0.11                     0.175                    6.000000000000001E-9     0.7583920877365868
0.11                     0.185                    6.000000000000001E-9     0.7513443226733545
0.11                     0.195                    6.000000000000001E-9     0.7479162042158842
0.11                     0.205                    6.000000000000001E-9     0.6749981478908161
0.11                     0.215                    5.0E-9                   0.6348874834887798
0.12                     -0.215                   5.0E-9                   0.562254562301024
0.12                     -0.205                   5.5000000000000004E-9    0.621797809640136
0.12                     -0.195                   6.000000000000001E-9     0.7299445855335439
0.12                     -0.185                   6.000000000000001E-9     0.7370811313508615
0.12                     -0.175                   6.000000000000001E-9     0.7455686325840851
0.12                     -0.165                   6.000000000000001E-9     0.7696740171812025
0.12                     -0.155                   6.000000000000001E-9     0.7621665588047208
0.12                     -0.145                   6.000000000000001E-9     0.7593711763358044
0.12                     -0.135                   6.000000000000001E-9     0.7663505674125719
0.12                     -0.125                   6.000000000000001E-9     0.7600423217459857
0.12                     -0.115                   6.000000000000001E-9     0.7465047460171981
0.12                     -0.105                   6.000000000000001E-9     0.7474275643966924
0.12                     -0.095                   6.000000000000001E-9     0.7319754689718928
0.12                     -0.085                   4.500000000000001E-9     0.7019010554997543
0.12                     -0.075                   4.500000000000001E-9     0.6475646429982498
0.12                     -0.065                   4.500000000000001E-9     0.641722260537566
0.12                     -0.055                   4.0E-9                   0.6342110520574921
0.12                     -0.045                   3.5000000000000003E-9    0.629125667390704
0.12                     -0.035                   3.5000000000000003E-9    0.6206267094631266
0.12                     -0.025                   3.5000000000000003E-9    0.6058934578810535
0.12                     -0.015                   3.5000000000000003E-9    0.5990076098689157
0.12                     -0.005                   3.0000000000000004E-9    0.602414617788143
0.12                     0.005                    3.5000000000000003E-9    0.5968168645667266
0.12                     0.015                    3.5000000000000003E-9    0.602057624515083
0.12                     0.025                    3.5000000000000003E-9    0.6064997427848542
0.12                     0.035                    3.5000000000000003E-9    0.6115357631772995
0.12                     0.045                    3.5000000000000003E-9    0.6311977043442436
0.12                     0.055                    3.5000000000000003E-9    0.6319846806116863
0.12                     0.065                    4.0E-9                   0.6389051370386665
0.12                     0.075                    5.5000000000000004E-9    0.6583125488410351
0.12                     0.085                    5.0E-9                   0.6939410282588065
0.12                     0.095                    6.000000000000001E-9     0.7378810865088337
0.12                     0.105                    6.000000000000001E-9     0.741811019278742
0.12                     0.115                    6.000000000000001E-9     0.7484030011718783
0.12                     0.125                    6.000000000000001E-9     0.7453000503514273
0.12                     0.135                    6.000000000000001E-9     0.7519965605457442
0.12                     0.145                    6.000000000000001E-9     0.7570542610063934
0.12                     0.155                    6.000000000000001E-9     0.7592137847189288
0.12                     0.165                    6.000000000000001E-9     0.7607330276846982
0.12                     0.175                    6.000000000000001E-9     0.7640216692588797
0.12                     0.185                    6.000000000000001E-9     0.7354022568417209
0.12                     0.195                    6.000000000000001E-9     0.7150961904455283
0.12                     0.205                    5.0E-9                   0.6575969040907541
0.12                     0.215                    5.5000000000000004E-9    0.5552229825128945
0.13                     -0.205                   5.0E-9                   0.6260150775085099
0.13                     -0.195                   6.000000000000001E-9     0.6498784018170974
0.13                     -0.185                   6.000000000000001E-9     0.7357048850741609
0.13                     -0.175                   6.000000000000001E-9     0.7403492572219393
0.13                     -0.165                   6.000000000000001E-9     0.7485043869170477
0.13                     -0.155                   6.000000000000001E-9     0.7473500645847048
0.13                     -0.145                   6.000000000000001E-9     0.756459751323045
0.13                     -0.135                   6.000000000000001E-9     0.7638200809459558
0.13                     -0.125                   6.000000000000001E-9     0.7527976294717882
0.13                     -0.115                   6.000000000000001E-9     0.7501476997208916
0.13                     -0.105                   6.000000000000001E-9     0.7440750040414524
0.13                     -0.095                   6.000000000000001E-9     0.7468818429003009
0.13                     -0.085                   6.000000000000001E-9     0.7318810656908799
0.13                     -0.075                   4.500000000000001E-9     0.7198820945680111
0.13                     -0.065                   5.0E-9                   0.6803618147982246
0.13                     -0.055                   4.500000000000001E-9     0.6507608116169334
0.13                     -0.045                   4.0E-9                   0.6423037780413958
0.13                     -0.035                   4.0E-9                   0.6363360447328863
0.13                     -0.025                   3.5000000000000003E-9    0.6383918087610493
0.13                     -0.015                   4.500000000000001E-9     0.6353888324499036
0.13                     -0.005                   4.0E-9                   0.6302082107625839
0.13                     0.005                    4.0E-9                   0.6373738642924128
0.13                     0.015                    3.5000000000000003E-9    0.6351791713669138
0.13                     0.025                    3.5000000000000003E-9    0.6385841760409185
0.13                     0.035                    4.500000000000001E-9     0.6360328642801433
0.13                     0.045                    4.500000000000001E-9     0.6509417682474776
0.13                     0.055                    4.500000000000001E-9     0.6513156761854293
0.13                     0.065                    4.500000000000001E-9     0.6823562471603266
0.13                     0.075                    5.0E-9                   0.7187480103678288
0.13                     0.085                    6.000000000000001E-9     0.7422850933708371
0.13                     0.095                    6.000000000000001E-9     0.7446213114878298
0.13                     0.105                    6.000000000000001E-9     0.74302936548509
0.13                     0.115                    6.000000000000001E-9     0.7458280449976044
0.13                     0.125                    6.000000000000001E-9     0.7557890868000399
0.13                     0.135                    6.000000000000001E-9     0.7568200089955681
0.13                     0.145                    6.000000000000001E-9     0.75743704730839
0.13                     0.155                    6.000000000000001E-9     0.7517504377827025
0.13                     0.165                    6.000000000000001E-9     0.7412822131994976
0.13                     0.175                    6.000000000000001E-9     0.7446200817821387
0.13                     0.185                    6.000000000000001E-9     0.7370181732618649
0.13                     0.195                    4.500000000000001E-9     0.6577297247355521
0.13                     0.205                    4.500000000000001E-9     0.6233313594710937
0.14                     -0.205                   4.500000000000001E-9     0.4986852315935389
0.14                     -0.195                   5.0E-9                   0.6180387712759687
0.14                     -0.185                   6.000000000000001E-9     0.6717444636248426
0.14                     -0.175                   6.000000000000001E-9     0.7299042848552197
0.14                     -0.165                   6.000000000000001E-9     0.7396881010486283
0.14                     -0.155                   6.000000000000001E-9     0.7346111150007548
0.14                     -0.145                   6.000000000000001E-9     0.7492245229379608
0.14                     -0.135                   6.000000000000001E-9     0.7472814452721267
0.14                     -0.125                   6.000000000000001E-9     0.7473333551546343
0.14                     -0.115                   6.000000000000001E-9     0.7407859156697141
0.14                     -0.105                   6.000000000000001E-9     0.7444380086766131
0.14                     -0.095                   6.000000000000001E-9     0.7433221126552152
0.14                     -0.085                   6.000000000000001E-9     0.7418874320432508
0.14                     -0.075                   5.5000000000000004E-9    0.7315063706491826
0.14                     -0.065                   6.000000000000001E-9     0.7267432950339792
0.14                     -0.055                   4.500000000000001E-9     0.7259854351277134
0.14                     -0.045                   5.0E-9                   0.6948715181705928
0.14                     -0.035                   4.500000000000001E-9     0.6794671122825119
0.14                     -0.025                   5.0E-9                   0.6558960539363771
0.14                     -0.015                   5.0E-9                   0.6482147867813521
0.14                     -0.005                   5.0E-9                   0.6524969722172369
0.14                     0.005                    4.500000000000001E-9     0.6469835788283288
0.14                     0.015                    4.500000000000001E-9     0.6544198352891356
0.14                     0.025                    5.0E-9                   0.6606179091642463
0.14                     0.035                    4.500000000000001E-9     0.6721975329360027
0.14                     0.045                    5.0E-9                   0.697385226876699
0.14                     0.055                    4.500000000000001E-9     0.7206500257762998
0.14                     0.065                    6.000000000000001E-9     0.726903176062003
0.14                     0.075                    6.000000000000001E-9     0.7397157993480936
0.14                     0.085                    6.000000000000001E-9     0.7427030697316912
0.14                     0.095                    6.000000000000001E-9     0.746687130979024
0.14                     0.105                    6.000000000000001E-9     0.753480603828165
0.14                     0.115                    6.000000000000001E-9     0.7468469308540598
0.14                     0.125                    6.000000000000001E-9     0.7607794775857378
0.14                     0.135                    6.000000000000001E-9     0.7517095376527092
0.14                     0.145                    6.000000000000001E-9     0.7488184937724347
0.14                     0.155                    6.000000000000001E-9     0.7439642825294004
0.14                     0.165                    6.000000000000001E-9     0.7464267114607066
0.14                     0.175                    6.000000000000001E-9     0.7369887018819606
0.14                     0.185                    6.000000000000001E-9     0.6804359851999117
0.14                     0.195                    5.5000000000000004E-9    0.6241251130943581
0.14                     0.205                    4.500000000000001E-9     0.4903393054348033
0.15                     -0.195                   4.500000000000001E-9     0.5596316548004704
0.15                     -0.185                   6.000000000000001E-9     0.6358798668170561
0.15                     -0.175                   6.000000000000001E-9     0.6931171779514899
0.15                     -0.165                   6.000000000000001E-9     0.7347694430849341
0.15                     -0.155                   6.000000000000001E-9     0.735896738122449
0.15                     -0.145                   6.000000000000001E-9     0.7442962624908669
0.15                     -0.135                   6.000000000000001E-9     0.7477763970673612
0.15                     -0.125                   6.000000000000001E-9     0.7547165278151249
0.15                     -0.115                   6.000000000000001E-9     0.7461342925232937
0.15                     -0.105                   6.000000000000001E-9     0.7476433796307735
0.15                     -0.095                   6.000000000000001E-9     0.7446622010453084
0.15                     -0.085                   6.000000000000001E-9     0.7452459402998431
0.15                     -0.075                   6.000000000000001E-9     0.7386461787481279
0.15                     -0.065                   6.000000000000001E-9     0.7313798423601325
0.15                     -0.055                   6.000000000000001E-9     0.727922708724648
0.15                     -0.045                   6.000000000000001E-9     0.7278832843054487
0.15                     -0.035                   6.000000000000001E-9     0.7325722138422482
0.15                     -0.025                   5.0E-9                   0.7207574543636242
0.15                     -0.015                   5.5000000000000004E-9    0.7168822723214698
0.15                     -0.005                   5.5000000000000004E-9    0.7090707399738526
0.15                     0.005                    5.0E-9                   0.719421907385608
0.15                     0.015                    4.500000000000001E-9     0.7134240630007553
0.15                     0.025                    5.0E-9                   0.7232308076561849
0.15                     0.035                    6.000000000000001E-9     0.7232627409277432
0.15                     0.045                    6.000000000000001E-9     0.733817230109532
0.15                     0.055                    6.000000000000001E-9     0.7334882352952578
0.15                     0.065                    6.000000000000001E-9     0.7325676072302283
0.15                     0.075                    6.000000000000001E-9     0.7362434292682613
0.15                     0.085                    6.000000000000001E-9     0.7447598008172995
0.15                     0.095                    6.000000000000001E-9     0.7491159963693481
0.15                     0.105                    6.000000000000001E-9     0.7520868110035167
0.15                     0.115                    6.000000000000001E-9     0.7493850903914684
0.15                     0.125                    6.000000000000001E-9     0.7467504639977468
0.15                     0.135                    6.000000000000001E-9     0.7551641626745439
0.15                     0.145                    6.000000000000001E-9     0.7433975909714088
0.15                     0.155                    6.000000000000001E-9     0.743605205326905
0.15                     0.165                    6.000000000000001E-9     0.7253690076532866
0.15                     0.175                    6.000000000000001E-9     0.6979837223510327
0.15                     0.185                    5.0E-9                   0.6412949782937241
0.15                     0.195                    4.500000000000001E-9     0.5637261771088555
0.16                     -0.185                   5.5000000000000004E-9    0.6030852240848542
0.16                     -0.175                   5.5000000000000004E-9    0.6226932793639767
0.16                     -0.165                   6.000000000000001E-9     0.7024236675270382
0.16                     -0.155                   6.000000000000001E-9     0.7243191216874397
0.16                     -0.145                   6.000000000000001E-9     0.7357652583309376
0.16                     -0.135                   6.000000000000001E-9     0.7426291700705122
0.16                     -0.125                   6.000000000000001E-9     0.7429968931783595
0.16                     -0.115                   6.000000000000001E-9     0.7434723014583465
0.16                     -0.105                   6.000000000000001E-9     0.7478764756003607
0.16                     -0.095                   6.000000000000001E-9     0.7406787745330649
0.16                     -0.085                   6.000000000000001E-9     0.7398688538549019
0.16                     -0.075                   6.000000000000001E-9     0.7334503169313129
0.16                     -0.065                   6.000000000000001E-9     0.7340830875481976
0.16                     -0.055                   6.000000000000001E-9     0.7325413947912855
0.16                     -0.045                   6.000000000000001E-9     0.7336314983747901
0.16                     -0.035                   6.000000000000001E-9     0.7350812095815904
0.16                     -0.025                   6.000000000000001E-9     0.7353683675073835
0.16                     -0.015                   6.000000000000001E-9     0.7351901530178349
0.16                     -0.005                   6.000000000000001E-9     0.7199308672663755
0.16                     0.005                    6.000000000000001E-9     0.7292155407300719
0.16                     0.015                    6.000000000000001E-9     0.7234663490083162
0.16                     0.025                    6.000000000000001E-9     0.7313586240354352
0.16                     0.035                    6.000000000000001E-9     0.7332182018080672
0.16                     0.045                    6.000000000000001E-9     0.731162280201451
0.16                     0.055                    6.000000000000001E-9     0.7343934515750097
0.16                     0.065                    6.000000000000001E-9     0.7359430977460413
0.16                     0.075                    6.000000000000001E-9     0.7460473521133628
0.16                     0.085                    6.000000000000001E-9     0.7411151352441413
0.16                     0.095                    6.000000000000001E-9     0.7405919052714338
0.16                     0.105                    6.000000000000001E-9     0.7420528437339842
0.16                     0.115                    6.000000000000001E-9     0.7498353335283473
0.16                     0.125                    6.000000000000001E-9     0.7439251714328627
0.16                     0.135                    6.000000000000001E-9     0.7434405670021219
0.16                     0.145                    6.000000000000001E-9     0.7312539518392238
0.16                     0.155                    6.000000000000001E-9     0.7210586779057141
0.16                     0.165                    6.000000000000001E-9     0.7053482596131462
0.16                     0.175                    5.5000000000000004E-9    0.6400481689985184
0.16                     0.185                    5.5000000000000004E-9    0.5928958713530968
0.17                     -0.175                   5.0E-9                   0.6130359305578463
0.17                     -0.165                   5.0E-9                   0.6347718151216533
0.17                     -0.155                   6.000000000000001E-9     0.6897906516003537
0.17                     -0.145                   6.000000000000001E-9     0.73495557261291
0.17                     -0.135                   6.000000000000001E-9     0.7377984494156329
0.17                     -0.125                   6.000000000000001E-9     0.7389810900619942
0.17                     -0.115                   6.000000000000001E-9     0.736788812356281
0.17                     -0.105                   6.000000000000001E-9     0.738956574987482
0.17                     -0.095                   6.000000000000001E-9     0.7384068741534592
0.17                     -0.085                   6.000000000000001E-9     0.7414829922872496
0.17                     -0.075                   6.000000000000001E-9     0.7390967685628891
0.17                     -0.065                   6.000000000000001E-9     0.7383267834229643
0.17                     -0.055                   6.000000000000001E-9     0.7403317165625686
0.17                     -0.045                   6.000000000000001E-9     0.7318218874212273
0.17                     -0.035                   6.000000000000001E-9     0.7345596540781987
0.17                     -0.025                   6.000000000000001E-9     0.7266481865074599
0.17                     -0.015                   6.000000000000001E-9     0.7313857293612533
0.17                     -0.005                   6.000000000000001E-9     0.7291471900492348
0.17                     0.005                    6.000000000000001E-9     0.7251244935900392
0.17                     0.015                    6.000000000000001E-9     0.7341472342396804
0.17                     0.025                    6.000000000000001E-9     0.7320533455137441
0.17                     0.035                    6.000000000000001E-9     0.7418172655212381
0.17                     0.045                    6.000000000000001E-9     0.7426908968313236
0.17                     0.055                    6.000000000000001E-9     0.7388704788743491
0.17                     0.065                    6.000000000000001E-9     0.7345939322854811
0.17                     0.075                    6.000000000000001E-9     0.7362438165061922
0.17                     0.085                    6.000000000000001E-9     0.7375089953426529
0.17                     0.095                    6.000000000000001E-9     0.7399754168333282
0.17                     0.105                    6.000000000000001E-9     0.7415116959119852
0.17                     0.115                    6.000000000000001E-9     0.7424246874085536
0.17                     0.125                    6.000000000000001E-9     0.7336458139620109
0.17                     0.135                    6.000000000000001E-9     0.7295571420338566
0.17                     0.145                    6.000000000000001E-9     0.7186312486867712
0.17                     0.155                    6.000000000000001E-9     0.7000060731225469
0.17                     0.165                    4.500000000000001E-9     0.6438249165645389
0.17                     0.175                    4.0E-9                   0.5985434555787896
0.18                     -0.165                   4.500000000000001E-9     0.595423114358875
0.18                     -0.155                   5.0E-9                   0.6323535477342367
0.18                     -0.145                   6.000000000000001E-9     0.680596549415877
0.18                     -0.135                   6.000000000000001E-9     0.7147071866016272
0.18                     -0.125                   6.000000000000001E-9     0.7189063580357677
0.18                     -0.115                   6.000000000000001E-9     0.7341924087171907
0.18                     -0.105                   6.000000000000001E-9     0.729332077428817
0.18                     -0.095                   6.000000000000001E-9     0.736545163141765
0.18                     -0.085                   6.000000000000001E-9     0.737732612652693
0.18                     -0.075                   6.000000000000001E-9     0.735289197609515
0.18                     -0.065                   6.000000000000001E-9     0.7392961198327482
0.18                     -0.055                   6.000000000000001E-9     0.7356811849017206
0.18                     -0.045                   6.000000000000001E-9     0.7376515301639053
0.18                     -0.035                   6.000000000000001E-9     0.7350397233888052
0.18                     -0.025                   6.000000000000001E-9     0.7292596084110973
0.18                     -0.015                   6.000000000000001E-9     0.7327206417569909
0.18                     -0.005                   6.000000000000001E-9     0.7351877616331431
0.18                     0.005                    6.000000000000001E-9     0.728382467520882
0.18                     0.015                    6.000000000000001E-9     0.731237126213291
0.18                     0.025                    6.000000000000001E-9     0.7340271328934127
0.18                     0.035                    6.000000000000001E-9     0.7338975780082431
0.18                     0.045                    6.000000000000001E-9     0.7398860630243054
0.18                     0.055                    6.000000000000001E-9     0.7368999207405078
0.18                     0.065                    6.000000000000001E-9     0.7403778158071722
0.18                     0.075                    6.000000000000001E-9     0.735941224245348
0.18                     0.085                    6.000000000000001E-9     0.7387407957258012
0.18                     0.095                    6.000000000000001E-9     0.7368999573181598
0.18                     0.105                    6.000000000000001E-9     0.7294010189510829
0.18                     0.115                    6.000000000000001E-9     0.7318068584437379
0.18                     0.125                    5.5000000000000004E-9    0.7221047093969594
0.18                     0.135                    6.000000000000001E-9     0.7193475483447392
0.18                     0.145                    5.5000000000000004E-9    0.6719992416843117
0.18                     0.155                    4.500000000000001E-9     0.6429070105473235
0.18                     0.165                    5.5000000000000004E-9    0.6014239266151664
0.19                     -0.155                   5.0E-9                   0.5794353600554919
0.19                     -0.145                   5.0E-9                   0.6407403587707495
0.19                     -0.135                   5.5000000000000004E-9    0.6668654557766098
0.19                     -0.125                   6.000000000000001E-9     0.7025672124426869
0.19                     -0.115                   6.000000000000001E-9     0.7192294672284879
0.19                     -0.105                   6.000000000000001E-9     0.718627338481098
0.19                     -0.095                   6.000000000000001E-9     0.7325785215353103
0.19                     -0.085                   6.000000000000001E-9     0.7274662009242971
0.19                     -0.075                   6.000000000000001E-9     0.7316783614587437
0.19                     -0.065                   6.000000000000001E-9     0.7339944366124311
0.19                     -0.055                   6.000000000000001E-9     0.730361132954154
0.19                     -0.045                   6.000000000000001E-9     0.7362649924069669
0.19                     -0.035                   6.000000000000001E-9     0.7335573796117086
0.19                     -0.025                   6.000000000000001E-9     0.7293825310964929
0.19                     -0.015                   6.000000000000001E-9     0.7323305413432868
0.19                     -0.005                   6.000000000000001E-9     0.7325685969964791
0.19                     0.005                    6.000000000000001E-9     0.737650816403968
0.19                     0.015                    6.000000000000001E-9     0.7334893179067944
0.19                     0.025                    6.000000000000001E-9     0.7316872444071985
0.19                     0.035                    6.000000000000001E-9     0.7326380029794417
0.19                     0.045                    6.000000000000001E-9     0.7317749399194678
0.19                     0.055                    6.000000000000001E-9     0.7356507057838025
0.19                     0.065                    6.000000000000001E-9     0.7400188662811218
0.19                     0.075                    6.000000000000001E-9     0.7296729620136955
0.19                     0.085                    6.000000000000001E-9     0.7310968991004977
0.19                     0.095                    6.000000000000001E-9     0.7305009838285967
0.19                     0.105                    6.000000000000001E-9     0.7239758777441658
0.19                     0.115                    6.000000000000001E-9     0.7169738110315936
0.19                     0.125                    6.000000000000001E-9     0.7058828413959483
0.19                     0.135                    5.5000000000000004E-9    0.657864381423928
0.19                     0.145                    5.5000000000000004E-9    0.6277685672606707
0.19                     0.155                    5.0E-9                   0.5757918531699817
0.2                      -0.145                   4.500000000000001E-9     0.5360234227676365
0.2                      -0.135                   5.5000000000000004E-9    0.6154809475602072
0.2                      -0.125                   5.0E-9                   0.6404305387986805
0.2                      -0.115                   6.000000000000001E-9     0.6774003236132454
0.2                      -0.105                   6.000000000000001E-9     0.6996579356340509
0.2                      -0.095                   6.000000000000001E-9     0.7084711996120465
0.2                      -0.085                   6.000000000000001E-9     0.7174773369210392
0.2                      -0.075                   6.000000000000001E-9     0.7160146722494775
0.2                      -0.065                   6.000000000000001E-9     0.7261546572821586
0.2                      -0.055                   6.000000000000001E-9     0.7262501379847518
0.2                      -0.045                   6.000000000000001E-9     0.7287280825227938
0.2                      -0.035                   6.000000000000001E-9     0.730275492259054
0.2                      -0.025                   6.000000000000001E-9     0.7298433857804941
0.2                      -0.015                   6.000000000000001E-9     0.7329312530449087
0.2                      -0.005                   6.000000000000001E-9     0.7264086181527265
0.2                      0.005                    6.000000000000001E-9     0.7284548542691403
0.2                      0.015                    6.000000000000001E-9     0.7340300590247014
0.2                      0.025                    6.000000000000001E-9     0.7246693924498195
0.2                      0.035                    6.000000000000001E-9     0.7305506456428899
0.2                      0.045                    6.000000000000001E-9     0.730383119469674
0.2                      0.055                    6.000000000000001E-9     0.7214040525498397
0.2                      0.065                    6.000000000000001E-9     0.7265792153638341
0.2                      0.075                    6.000000000000001E-9     0.7248807683437919
0.2                      0.085                    6.000000000000001E-9     0.7188461454440849
0.2                      0.095                    6.000000000000001E-9     0.7102231095463384
0.2                      0.105                    6.000000000000001E-9     0.7040059886853203
0.2                      0.115                    6.000000000000001E-9     0.6885410902420901
0.2                      0.125                    4.500000000000001E-9     0.6383288506747611
0.2                      0.135                    5.5000000000000004E-9    0.6098593988660448
0.2                      0.145                    4.500000000000001E-9     0.5406328585236831
0.21                     -0.135                   4.500000000000001E-9     0.44351392484753915
0.21                     -0.125                   5.5000000000000004E-9    0.5839893149916243
0.21                     -0.115                   4.500000000000001E-9     0.6210727364231463
0.21                     -0.105                   4.500000000000001E-9     0.634862214916934
0.21                     -0.095                   6.000000000000001E-9     0.6796232852936284
0.21                     -0.085                   6.000000000000001E-9     0.694245683788924
0.21                     -0.075                   6.000000000000001E-9     0.7113585939909366
0.21                     -0.065                   5.5000000000000004E-9    0.7040935785239436
0.21                     -0.055                   6.000000000000001E-9     0.7147627565320325
0.21                     -0.045                   6.000000000000001E-9     0.7161530313919808
0.21                     -0.035                   6.000000000000001E-9     0.7173735036552527
